PID,season,lg,team,playoffs,abbreviation,
1,2021,NBA,Atlanta Hawks,TRUE,ATL,
2,2021,NBA,Boston Celtics,TRUE,BOS,
3,2021,NBA,Brooklyn Nets,TRUE,BRK,
4,2021,NBA,Charlotte Hornets,FALSE,CHO,
5,2021,NBA,Chicago Bulls,FALSE,CHI,
6,2021,NBA,Cleveland Cavaliers,FALSE,CLE,
7,2021,NBA,Dallas Mavericks,TRUE,DAL,
8,2021,NBA,Denver Nuggets,TRUE,DEN,
9,2021,NBA,Detroit Pistons,FALSE,DET,
10,2021,NBA,Golden State Warriors,FALSE,GSW,
11,2021,NBA,Houston Rockets,FALSE,HOU,
12,2021,NBA,Indiana Pacers,FALSE,IND,
13,2021,NBA,Los Angeles Clippers,TRUE,LAC,
14,2021,NBA,Los Angeles Lakers,TRUE,LAL,
15,2021,NBA,Memphis Grizzlies,TRUE,MEM,
16,2021,NBA,Miami Heat,TRUE,MIA,
17,2021,NBA,Milwaukee Bucks,TRUE,MIL,
18,2021,NBA,Minnesota Timberwolves,FALSE,MIN,
19,2021,NBA,New Orleans Pelicans,FALSE,NOP,
20,2021,NBA,New York Knicks,TRUE,NYK,
21,2021,NBA,Oklahoma City Thunder,FALSE,OKC,
22,2021,NBA,Orlando Magic,FALSE,ORL,
23,2021,NBA,Philadelphia 76ers,TRUE,PHI,
24,2021,NBA,Phoenix Suns,TRUE,PHO,
25,2021,NBA,Portland Trail Blazers,TRUE,POR,
26,2021,NBA,Sacramento Kings,FALSE,SAC,
27,2021,NBA,San Antonio Spurs,FALSE,SAS,
28,2021,NBA,Toronto Raptors,FALSE,TOR,
29,2021,NBA,Utah Jazz,TRUE,UTA,
30,2021,NBA,Washington Wizards,TRUE,WAS,
31,2020,NBA,Atlanta Hawks,FALSE,ATL,
32,2020,NBA,Boston Celtics,TRUE,BOS,
33,2020,NBA,Brooklyn Nets,TRUE,BRK,
34,2020,NBA,Charlotte Hornets,FALSE,CHO,
35,2020,NBA,Chicago Bulls,FALSE,CHI,
36,2020,NBA,Cleveland Cavaliers,FALSE,CLE,
37,2020,NBA,Dallas Mavericks,TRUE,DAL,
38,2020,NBA,Denver Nuggets,TRUE,DEN,
39,2020,NBA,Detroit Pistons,FALSE,DET,
40,2020,NBA,Golden State Warriors,FALSE,GSW,
41,2020,NBA,Houston Rockets,TRUE,HOU,
42,2020,NBA,Indiana Pacers,TRUE,IND,
43,2020,NBA,League Average,FALSE,NA,
44,2020,NBA,Los Angeles Clippers,TRUE,LAC,
45,2020,NBA,Los Angeles Lakers,TRUE,LAL,
46,2020,NBA,Memphis Grizzlies,FALSE,MEM,
47,2020,NBA,Miami Heat,TRUE,MIA,
48,2020,NBA,Milwaukee Bucks,TRUE,MIL,
49,2020,NBA,Minnesota Timberwolves,FALSE,MIN,
50,2020,NBA,New Orleans Pelicans,FALSE,NOP,
51,2020,NBA,New York Knicks,FALSE,NYK,
52,2020,NBA,Oklahoma City Thunder,TRUE,OKC,
53,2020,NBA,Orlando Magic,TRUE,ORL,
54,2020,NBA,Philadelphia 76ers,TRUE,PHI,
55,2020,NBA,Phoenix Suns,FALSE,PHO,
56,2020,NBA,Portland Trail Blazers,TRUE,POR,
57,2020,NBA,Sacramento Kings,FALSE,SAC,
58,2020,NBA,San Antonio Spurs,FALSE,SAS,
59,2020,NBA,Toronto Raptors,TRUE,TOR,
60,2020,NBA,Utah Jazz,TRUE,UTA,
61,2020,NBA,Washington Wizards,FALSE,WAS,
62,2019,NBA,Atlanta Hawks,FALSE,ATL,
63,2019,NBA,Boston Celtics,TRUE,BOS,
64,2019,NBA,Brooklyn Nets,TRUE,BRK,
65,2019,NBA,Charlotte Hornets,FALSE,CHO,
66,2019,NBA,Chicago Bulls,FALSE,CHI,
67,2019,NBA,Cleveland Cavaliers,FALSE,CLE,
68,2019,NBA,Dallas Mavericks,FALSE,DAL,
69,2019,NBA,Denver Nuggets,TRUE,DEN,
70,2019,NBA,Detroit Pistons,TRUE,DET,
71,2019,NBA,Golden State Warriors,TRUE,GSW,
72,2019,NBA,Houston Rockets,TRUE,HOU,
73,2019,NBA,Indiana Pacers,TRUE,IND,
74,2019,NBA,League Average,FALSE,NA,
75,2019,NBA,Los Angeles Clippers,TRUE,LAC,
76,2019,NBA,Los Angeles Lakers,FALSE,LAL,
77,2019,NBA,Memphis Grizzlies,FALSE,MEM,
78,2019,NBA,Miami Heat,FALSE,MIA,
79,2019,NBA,Milwaukee Bucks,TRUE,MIL,
80,2019,NBA,Minnesota Timberwolves,FALSE,MIN,
81,2019,NBA,New Orleans Pelicans,FALSE,NOP,
82,2019,NBA,New York Knicks,FALSE,NYK,
83,2019,NBA,Oklahoma City Thunder,TRUE,OKC,
84,2019,NBA,Orlando Magic,TRUE,ORL,
85,2019,NBA,Philadelphia 76ers,TRUE,PHI,
86,2019,NBA,Phoenix Suns,FALSE,PHO,
87,2019,NBA,Portland Trail Blazers,TRUE,POR,
88,2019,NBA,Sacramento Kings,FALSE,SAC,
89,2019,NBA,San Antonio Spurs,TRUE,SAS,
90,2019,NBA,Toronto Raptors,TRUE,TOR,
91,2019,NBA,Utah Jazz,TRUE,UTA,
92,2019,NBA,Washington Wizards,FALSE,WAS,
93,2018,NBA,Atlanta Hawks,FALSE,ATL,
94,2018,NBA,Boston Celtics,TRUE,BOS,
95,2018,NBA,Brooklyn Nets,FALSE,BRK,
96,2018,NBA,Charlotte Hornets,FALSE,CHO,
97,2018,NBA,Chicago Bulls,FALSE,CHI,
98,2018,NBA,Cleveland Cavaliers,TRUE,CLE,
99,2018,NBA,Dallas Mavericks,FALSE,DAL,
100,2018,NBA,Denver Nuggets,FALSE,DEN,
101,2018,NBA,Detroit Pistons,FALSE,DET,
102,2018,NBA,Golden State Warriors,TRUE,GSW,
103,2018,NBA,Houston Rockets,TRUE,HOU,
104,2018,NBA,Indiana Pacers,TRUE,IND,
105,2018,NBA,League Average,FALSE,NA,
106,2018,NBA,Los Angeles Clippers,FALSE,LAC,
107,2018,NBA,Los Angeles Lakers,FALSE,LAL,
108,2018,NBA,Memphis Grizzlies,FALSE,MEM,
109,2018,NBA,Miami Heat,TRUE,MIA,
110,2018,NBA,Milwaukee Bucks,TRUE,MIL,
111,2018,NBA,Minnesota Timberwolves,TRUE,MIN,
112,2018,NBA,New Orleans Pelicans,TRUE,NOP,
113,2018,NBA,New York Knicks,FALSE,NYK,
114,2018,NBA,Oklahoma City Thunder,TRUE,OKC,
115,2018,NBA,Orlando Magic,FALSE,ORL,
116,2018,NBA,Philadelphia 76ers,TRUE,PHI,
117,2018,NBA,Phoenix Suns,FALSE,PHO,
118,2018,NBA,Portland Trail Blazers,TRUE,POR,
119,2018,NBA,Sacramento Kings,FALSE,SAC,
120,2018,NBA,San Antonio Spurs,TRUE,SAS,
121,2018,NBA,Toronto Raptors,TRUE,TOR,
122,2018,NBA,Utah Jazz,TRUE,UTA,
123,2018,NBA,Washington Wizards,TRUE,WAS,
124,2017,NBA,Atlanta Hawks,TRUE,ATL,
125,2017,NBA,Boston Celtics,TRUE,BOS,
126,2017,NBA,Brooklyn Nets,FALSE,BRK,
127,2017,NBA,Charlotte Hornets,FALSE,CHO,
128,2017,NBA,Chicago Bulls,TRUE,CHI,
129,2017,NBA,Cleveland Cavaliers,TRUE,CLE,
130,2017,NBA,Dallas Mavericks,FALSE,DAL,
131,2017,NBA,Denver Nuggets,FALSE,DEN,
132,2017,NBA,Detroit Pistons,FALSE,DET,
133,2017,NBA,Golden State Warriors,TRUE,GSW,
134,2017,NBA,Houston Rockets,TRUE,HOU,
135,2017,NBA,Indiana Pacers,TRUE,IND,
136,2017,NBA,League Average,FALSE,NA,
137,2017,NBA,Los Angeles Clippers,TRUE,LAC,
138,2017,NBA,Los Angeles Lakers,FALSE,LAL,
139,2017,NBA,Memphis Grizzlies,TRUE,MEM,
140,2017,NBA,Miami Heat,FALSE,MIA,
141,2017,NBA,Milwaukee Bucks,TRUE,MIL,
142,2017,NBA,Minnesota Timberwolves,FALSE,MIN,
143,2017,NBA,New Orleans Pelicans,FALSE,NOP,
144,2017,NBA,New York Knicks,FALSE,NYK,
145,2017,NBA,Oklahoma City Thunder,TRUE,OKC,
146,2017,NBA,Orlando Magic,FALSE,ORL,
147,2017,NBA,Philadelphia 76ers,FALSE,PHI,
148,2017,NBA,Phoenix Suns,FALSE,PHO,
149,2017,NBA,Portland Trail Blazers,TRUE,POR,
150,2017,NBA,Sacramento Kings,FALSE,SAC,
151,2017,NBA,San Antonio Spurs,TRUE,SAS,
152,2017,NBA,Toronto Raptors,TRUE,TOR,
153,2017,NBA,Utah Jazz,TRUE,UTA,
154,2017,NBA,Washington Wizards,TRUE,WAS,
155,2016,NBA,Atlanta Hawks,TRUE,ATL,
156,2016,NBA,Boston Celtics,TRUE,BOS,
157,2016,NBA,Brooklyn Nets,FALSE,BRK,
158,2016,NBA,Charlotte Hornets,TRUE,CHO,
159,2016,NBA,Chicago Bulls,FALSE,CHI,
160,2016,NBA,Cleveland Cavaliers,TRUE,CLE,
161,2016,NBA,Dallas Mavericks,TRUE,DAL,
162,2016,NBA,Denver Nuggets,FALSE,DEN,
163,2016,NBA,Detroit Pistons,TRUE,DET,
164,2016,NBA,Golden State Warriors,TRUE,GSW,
165,2016,NBA,Houston Rockets,TRUE,HOU,
166,2016,NBA,Indiana Pacers,TRUE,IND,
167,2016,NBA,League Average,FALSE,NA,
168,2016,NBA,Los Angeles Clippers,TRUE,LAC,
169,2016,NBA,Los Angeles Lakers,FALSE,LAL,
170,2016,NBA,Memphis Grizzlies,TRUE,MEM,
171,2016,NBA,Miami Heat,TRUE,MIA,
172,2016,NBA,Milwaukee Bucks,FALSE,MIL,
173,2016,NBA,Minnesota Timberwolves,FALSE,MIN,
174,2016,NBA,New Orleans Pelicans,FALSE,NOP,
175,2016,NBA,New York Knicks,FALSE,NYK,
176,2016,NBA,Oklahoma City Thunder,TRUE,OKC,
177,2016,NBA,Orlando Magic,FALSE,ORL,
178,2016,NBA,Philadelphia 76ers,FALSE,PHI,
179,2016,NBA,Phoenix Suns,FALSE,PHO,
180,2016,NBA,Portland Trail Blazers,TRUE,POR,
181,2016,NBA,Sacramento Kings,FALSE,SAC,
182,2016,NBA,San Antonio Spurs,TRUE,SAS,
183,2016,NBA,Toronto Raptors,TRUE,TOR,
184,2016,NBA,Utah Jazz,FALSE,UTA,
185,2016,NBA,Washington Wizards,FALSE,WAS,
186,2015,NBA,Atlanta Hawks,TRUE,ATL,
187,2015,NBA,Boston Celtics,TRUE,BOS,
188,2015,NBA,Brooklyn Nets,TRUE,BRK,
189,2015,NBA,Charlotte Hornets,FALSE,CHO,
190,2015,NBA,Chicago Bulls,TRUE,CHI,
191,2015,NBA,Cleveland Cavaliers,TRUE,CLE,
192,2015,NBA,Dallas Mavericks,TRUE,DAL,
193,2015,NBA,Denver Nuggets,FALSE,DEN,
194,2015,NBA,Detroit Pistons,FALSE,DET,
195,2015,NBA,Golden State Warriors,TRUE,GSW,
196,2015,NBA,Houston Rockets,TRUE,HOU,
197,2015,NBA,Indiana Pacers,FALSE,IND,
198,2015,NBA,League Average,FALSE,NA,
199,2015,NBA,Los Angeles Clippers,TRUE,LAC,
200,2015,NBA,Los Angeles Lakers,FALSE,LAL,
201,2015,NBA,Memphis Grizzlies,TRUE,MEM,
202,2015,NBA,Miami Heat,FALSE,MIA,
203,2015,NBA,Milwaukee Bucks,TRUE,MIL,
204,2015,NBA,Minnesota Timberwolves,FALSE,MIN,
205,2015,NBA,New Orleans Pelicans,TRUE,NOP,
206,2015,NBA,New York Knicks,FALSE,NYK,
207,2015,NBA,Oklahoma City Thunder,FALSE,OKC,
208,2015,NBA,Orlando Magic,FALSE,ORL,
209,2015,NBA,Philadelphia 76ers,FALSE,PHI,
210,2015,NBA,Phoenix Suns,FALSE,PHO,
211,2015,NBA,Portland Trail Blazers,TRUE,POR,
212,2015,NBA,Sacramento Kings,FALSE,SAC,
213,2015,NBA,San Antonio Spurs,TRUE,SAS,
214,2015,NBA,Toronto Raptors,TRUE,TOR,
215,2015,NBA,Utah Jazz,FALSE,UTA,
216,2015,NBA,Washington Wizards,TRUE,WAS,
217,2014,NBA,Atlanta Hawks,TRUE,ATL,
218,2014,NBA,Boston Celtics,FALSE,BOS,
219,2014,NBA,Brooklyn Nets,TRUE,BRK,
220,2014,NBA,Charlotte Bobcats,TRUE,CHA,
221,2014,NBA,Chicago Bulls,TRUE,CHI,
222,2014,NBA,Cleveland Cavaliers,FALSE,CLE,
223,2014,NBA,Dallas Mavericks,TRUE,DAL,
224,2014,NBA,Denver Nuggets,FALSE,DEN,
225,2014,NBA,Detroit Pistons,FALSE,DET,
226,2014,NBA,Golden State Warriors,TRUE,GSW,
227,2014,NBA,Houston Rockets,TRUE,HOU,
228,2014,NBA,Indiana Pacers,TRUE,IND,
229,2014,NBA,League Average,FALSE,NA,
230,2014,NBA,Los Angeles Clippers,TRUE,LAC,
231,2014,NBA,Los Angeles Lakers,FALSE,LAL,
232,2014,NBA,Memphis Grizzlies,TRUE,MEM,
233,2014,NBA,Miami Heat,TRUE,MIA,
234,2014,NBA,Milwaukee Bucks,FALSE,MIL,
235,2014,NBA,Minnesota Timberwolves,FALSE,MIN,
236,2014,NBA,New Orleans Pelicans,FALSE,NOP,
237,2014,NBA,New York Knicks,FALSE,NYK,
238,2014,NBA,Oklahoma City Thunder,TRUE,OKC,
239,2014,NBA,Orlando Magic,FALSE,ORL,
240,2014,NBA,Philadelphia 76ers,FALSE,PHI,
241,2014,NBA,Phoenix Suns,FALSE,PHO,
242,2014,NBA,Portland Trail Blazers,TRUE,POR,
243,2014,NBA,Sacramento Kings,FALSE,SAC,
244,2014,NBA,San Antonio Spurs,TRUE,SAS,
245,2014,NBA,Toronto Raptors,TRUE,TOR,
246,2014,NBA,Utah Jazz,FALSE,UTA,
247,2014,NBA,Washington Wizards,TRUE,WAS,
248,2013,NBA,Atlanta Hawks,TRUE,ATL,
249,2013,NBA,Boston Celtics,TRUE,BOS,
250,2013,NBA,Brooklyn Nets,TRUE,BRK,
251,2013,NBA,Charlotte Bobcats,FALSE,CHA,
252,2013,NBA,Chicago Bulls,TRUE,CHI,
253,2013,NBA,Cleveland Cavaliers,FALSE,CLE,
254,2013,NBA,Dallas Mavericks,FALSE,DAL,
255,2013,NBA,Denver Nuggets,TRUE,DEN,
256,2013,NBA,Detroit Pistons,FALSE,DET,
257,2013,NBA,Golden State Warriors,TRUE,GSW,
258,2013,NBA,Houston Rockets,TRUE,HOU,
259,2013,NBA,Indiana Pacers,TRUE,IND,
260,2013,NBA,League Average,FALSE,NA,
261,2013,NBA,Los Angeles Clippers,TRUE,LAC,
262,2013,NBA,Los Angeles Lakers,TRUE,LAL,
263,2013,NBA,Memphis Grizzlies,TRUE,MEM,
264,2013,NBA,Miami Heat,TRUE,MIA,
265,2013,NBA,Milwaukee Bucks,TRUE,MIL,
266,2013,NBA,Minnesota Timberwolves,FALSE,MIN,
267,2013,NBA,New Orleans Hornets,FALSE,NOH,
268,2013,NBA,New York Knicks,TRUE,NYK,
269,2013,NBA,Oklahoma City Thunder,TRUE,OKC,
270,2013,NBA,Orlando Magic,FALSE,ORL,
271,2013,NBA,Philadelphia 76ers,FALSE,PHI,
272,2013,NBA,Phoenix Suns,FALSE,PHO,
273,2013,NBA,Portland Trail Blazers,FALSE,POR,
274,2013,NBA,Sacramento Kings,FALSE,SAC,
275,2013,NBA,San Antonio Spurs,TRUE,SAS,
276,2013,NBA,Toronto Raptors,FALSE,TOR,
277,2013,NBA,Utah Jazz,FALSE,UTA,
278,2013,NBA,Washington Wizards,FALSE,WAS,
279,2012,NBA,Atlanta Hawks,TRUE,ATL,
280,2012,NBA,Boston Celtics,TRUE,BOS,
281,2012,NBA,Charlotte Bobcats,FALSE,CHA,
282,2012,NBA,Chicago Bulls,TRUE,CHI,
283,2012,NBA,Cleveland Cavaliers,FALSE,CLE,
284,2012,NBA,Dallas Mavericks,TRUE,DAL,
285,2012,NBA,Denver Nuggets,TRUE,DEN,
286,2012,NBA,Detroit Pistons,FALSE,DET,
287,2012,NBA,Golden State Warriors,FALSE,GSW,
288,2012,NBA,Houston Rockets,FALSE,HOU,
289,2012,NBA,Indiana Pacers,TRUE,IND,
290,2012,NBA,League Average,FALSE,NA,
291,2012,NBA,Los Angeles Clippers,TRUE,LAC,
292,2012,NBA,Los Angeles Lakers,TRUE,LAL,
293,2012,NBA,Memphis Grizzlies,TRUE,MEM,
294,2012,NBA,Miami Heat,TRUE,MIA,
295,2012,NBA,Milwaukee Bucks,FALSE,MIL,
296,2012,NBA,Minnesota Timberwolves,FALSE,MIN,
297,2012,NBA,New Jersey Nets,FALSE,NJN,
298,2012,NBA,New Orleans Hornets,FALSE,NOH,
299,2012,NBA,New York Knicks,TRUE,NYK,
300,2012,NBA,Oklahoma City Thunder,TRUE,OKC,
301,2012,NBA,Orlando Magic,TRUE,ORL,
302,2012,NBA,Philadelphia 76ers,TRUE,PHI,
303,2012,NBA,Phoenix Suns,FALSE,PHO,
304,2012,NBA,Portland Trail Blazers,FALSE,POR,
305,2012,NBA,Sacramento Kings,FALSE,SAC,
306,2012,NBA,San Antonio Spurs,TRUE,SAS,
307,2012,NBA,Toronto Raptors,FALSE,TOR,
308,2012,NBA,Utah Jazz,TRUE,UTA,
309,2012,NBA,Washington Wizards,FALSE,WAS,
310,2011,NBA,Atlanta Hawks,TRUE,ATL,
311,2011,NBA,Boston Celtics,TRUE,BOS,
312,2011,NBA,Charlotte Bobcats,FALSE,CHA,
313,2011,NBA,Chicago Bulls,TRUE,CHI,
314,2011,NBA,Cleveland Cavaliers,FALSE,CLE,
315,2011,NBA,Dallas Mavericks,TRUE,DAL,
316,2011,NBA,Denver Nuggets,TRUE,DEN,
317,2011,NBA,Detroit Pistons,FALSE,DET,
318,2011,NBA,Golden State Warriors,FALSE,GSW,
319,2011,NBA,Houston Rockets,FALSE,HOU,
320,2011,NBA,Indiana Pacers,TRUE,IND,
321,2011,NBA,League Average,FALSE,NA,
322,2011,NBA,Los Angeles Clippers,FALSE,LAC,
323,2011,NBA,Los Angeles Lakers,TRUE,LAL,
324,2011,NBA,Memphis Grizzlies,TRUE,MEM,
325,2011,NBA,Miami Heat,TRUE,MIA,
326,2011,NBA,Milwaukee Bucks,FALSE,MIL,
327,2011,NBA,Minnesota Timberwolves,FALSE,MIN,
328,2011,NBA,New Jersey Nets,FALSE,NJN,
329,2011,NBA,New Orleans Hornets,TRUE,NOH,
330,2011,NBA,New York Knicks,TRUE,NYK,
331,2011,NBA,Oklahoma City Thunder,TRUE,OKC,
332,2011,NBA,Orlando Magic,TRUE,ORL,
333,2011,NBA,Philadelphia 76ers,TRUE,PHI,
334,2011,NBA,Phoenix Suns,FALSE,PHO,
335,2011,NBA,Portland Trail Blazers,TRUE,POR,
336,2011,NBA,Sacramento Kings,FALSE,SAC,
337,2011,NBA,San Antonio Spurs,TRUE,SAS,
338,2011,NBA,Toronto Raptors,FALSE,TOR,
339,2011,NBA,Utah Jazz,FALSE,UTA,
340,2011,NBA,Washington Wizards,FALSE,WAS,
341,2010,NBA,Atlanta Hawks,TRUE,ATL,
342,2010,NBA,Boston Celtics,TRUE,BOS,
343,2010,NBA,Charlotte Bobcats,TRUE,CHA,
344,2010,NBA,Chicago Bulls,TRUE,CHI,
345,2010,NBA,Cleveland Cavaliers,TRUE,CLE,
346,2010,NBA,Dallas Mavericks,TRUE,DAL,
347,2010,NBA,Denver Nuggets,TRUE,DEN,
348,2010,NBA,Detroit Pistons,FALSE,DET,
349,2010,NBA,Golden State Warriors,FALSE,GSW,
350,2010,NBA,Houston Rockets,FALSE,HOU,
351,2010,NBA,Indiana Pacers,FALSE,IND,
352,2010,NBA,League Average,FALSE,NA,
353,2010,NBA,Los Angeles Clippers,FALSE,LAC,
354,2010,NBA,Los Angeles Lakers,TRUE,LAL,
355,2010,NBA,Memphis Grizzlies,FALSE,MEM,
356,2010,NBA,Miami Heat,TRUE,MIA,
357,2010,NBA,Milwaukee Bucks,TRUE,MIL,
358,2010,NBA,Minnesota Timberwolves,FALSE,MIN,
359,2010,NBA,New Jersey Nets,FALSE,NJN,
360,2010,NBA,New Orleans Hornets,FALSE,NOH,
361,2010,NBA,New York Knicks,FALSE,NYK,
362,2010,NBA,Oklahoma City Thunder,TRUE,OKC,
363,2010,NBA,Orlando Magic,TRUE,ORL,
364,2010,NBA,Philadelphia 76ers,FALSE,PHI,
365,2010,NBA,Phoenix Suns,TRUE,PHO,
366,2010,NBA,Portland Trail Blazers,TRUE,POR,
367,2010,NBA,Sacramento Kings,FALSE,SAC,
368,2010,NBA,San Antonio Spurs,TRUE,SAS,
369,2010,NBA,Toronto Raptors,FALSE,TOR,
370,2010,NBA,Utah Jazz,TRUE,UTA,
371,2010,NBA,Washington Wizards,FALSE,WAS,
372,2009,NBA,Atlanta Hawks,TRUE,ATL,
373,2009,NBA,Boston Celtics,TRUE,BOS,
374,2009,NBA,Charlotte Bobcats,FALSE,CHA,
375,2009,NBA,Chicago Bulls,TRUE,CHI,
376,2009,NBA,Cleveland Cavaliers,TRUE,CLE,
377,2009,NBA,Dallas Mavericks,TRUE,DAL,
378,2009,NBA,Denver Nuggets,TRUE,DEN,
379,2009,NBA,Detroit Pistons,TRUE,DET,
380,2009,NBA,Golden State Warriors,FALSE,GSW,
381,2009,NBA,Houston Rockets,TRUE,HOU,
382,2009,NBA,Indiana Pacers,FALSE,IND,
383,2009,NBA,League Average,FALSE,NA,
384,2009,NBA,Los Angeles Clippers,FALSE,LAC,
385,2009,NBA,Los Angeles Lakers,TRUE,LAL,
386,2009,NBA,Memphis Grizzlies,FALSE,MEM,
387,2009,NBA,Miami Heat,TRUE,MIA,
388,2009,NBA,Milwaukee Bucks,FALSE,MIL,
389,2009,NBA,Minnesota Timberwolves,FALSE,MIN,
390,2009,NBA,New Jersey Nets,FALSE,NJN,
391,2009,NBA,New Orleans Hornets,TRUE,NOH,
392,2009,NBA,New York Knicks,FALSE,NYK,
393,2009,NBA,Oklahoma City Thunder,FALSE,OKC,
394,2009,NBA,Orlando Magic,TRUE,ORL,
395,2009,NBA,Philadelphia 76ers,TRUE,PHI,
396,2009,NBA,Phoenix Suns,FALSE,PHO,
397,2009,NBA,Portland Trail Blazers,TRUE,POR,
398,2009,NBA,Sacramento Kings,FALSE,SAC,
399,2009,NBA,San Antonio Spurs,TRUE,SAS,
400,2009,NBA,Toronto Raptors,FALSE,TOR,
401,2009,NBA,Utah Jazz,TRUE,UTA,
402,2009,NBA,Washington Wizards,FALSE,WAS,
403,2008,NBA,Atlanta Hawks,TRUE,ATL,
404,2008,NBA,Boston Celtics,TRUE,BOS,
405,2008,NBA,Charlotte Bobcats,FALSE,CHA,
406,2008,NBA,Chicago Bulls,FALSE,CHI,
407,2008,NBA,Cleveland Cavaliers,TRUE,CLE,
408,2008,NBA,Dallas Mavericks,TRUE,DAL,
409,2008,NBA,Denver Nuggets,TRUE,DEN,
410,2008,NBA,Detroit Pistons,TRUE,DET,
411,2008,NBA,Golden State Warriors,FALSE,GSW,
412,2008,NBA,Houston Rockets,TRUE,HOU,
413,2008,NBA,Indiana Pacers,FALSE,IND,
414,2008,NBA,League Average,FALSE,NA,
415,2008,NBA,Los Angeles Clippers,FALSE,LAC,
416,2008,NBA,Los Angeles Lakers,TRUE,LAL,
417,2008,NBA,Memphis Grizzlies,FALSE,MEM,
418,2008,NBA,Miami Heat,FALSE,MIA,
419,2008,NBA,Milwaukee Bucks,FALSE,MIL,
420,2008,NBA,Minnesota Timberwolves,FALSE,MIN,
421,2008,NBA,New Jersey Nets,FALSE,NJN,
422,2008,NBA,New Orleans Hornets,TRUE,NOH,
423,2008,NBA,New York Knicks,FALSE,NYK,
424,2008,NBA,Orlando Magic,TRUE,ORL,
425,2008,NBA,Philadelphia 76ers,TRUE,PHI,
426,2008,NBA,Phoenix Suns,TRUE,PHO,
427,2008,NBA,Portland Trail Blazers,FALSE,POR,
428,2008,NBA,Sacramento Kings,FALSE,SAC,
429,2008,NBA,San Antonio Spurs,TRUE,SAS,
430,2008,NBA,Seattle SuperSonics,FALSE,SEA,
431,2008,NBA,Toronto Raptors,TRUE,TOR,
432,2008,NBA,Utah Jazz,TRUE,UTA,
433,2008,NBA,Washington Wizards,TRUE,WAS,
434,2007,NBA,Atlanta Hawks,FALSE,ATL,
435,2007,NBA,Boston Celtics,FALSE,BOS,
436,2007,NBA,Charlotte Bobcats,FALSE,CHA,
437,2007,NBA,Chicago Bulls,TRUE,CHI,
438,2007,NBA,Cleveland Cavaliers,TRUE,CLE,
439,2007,NBA,Dallas Mavericks,TRUE,DAL,
440,2007,NBA,Denver Nuggets,TRUE,DEN,
441,2007,NBA,Detroit Pistons,TRUE,DET,
442,2007,NBA,Golden State Warriors,TRUE,GSW,
443,2007,NBA,Houston Rockets,TRUE,HOU,
444,2007,NBA,Indiana Pacers,FALSE,IND,
445,2007,NBA,League Average,FALSE,NA,
446,2007,NBA,Los Angeles Clippers,FALSE,LAC,
447,2007,NBA,Los Angeles Lakers,TRUE,LAL,
448,2007,NBA,Memphis Grizzlies,FALSE,MEM,
449,2007,NBA,Miami Heat,TRUE,MIA,
450,2007,NBA,Milwaukee Bucks,FALSE,MIL,
451,2007,NBA,Minnesota Timberwolves,FALSE,MIN,
452,2007,NBA,New Jersey Nets,TRUE,NJN,
453,2007,NBA,New Orleans/Oklahoma City Hornets,FALSE,NOK,
454,2007,NBA,New York Knicks,FALSE,NYK,
455,2007,NBA,Orlando Magic,TRUE,ORL,
456,2007,NBA,Philadelphia 76ers,FALSE,PHI,
457,2007,NBA,Phoenix Suns,TRUE,PHO,
458,2007,NBA,Portland Trail Blazers,FALSE,POR,
459,2007,NBA,Sacramento Kings,FALSE,SAC,
460,2007,NBA,San Antonio Spurs,TRUE,SAS,
461,2007,NBA,Seattle SuperSonics,FALSE,SEA,
462,2007,NBA,Toronto Raptors,TRUE,TOR,
463,2007,NBA,Utah Jazz,TRUE,UTA,
464,2007,NBA,Washington Wizards,TRUE,WAS,
465,2006,NBA,Atlanta Hawks,FALSE,ATL,
466,2006,NBA,Boston Celtics,FALSE,BOS,
467,2006,NBA,Charlotte Bobcats,FALSE,CHA,
468,2006,NBA,Chicago Bulls,TRUE,CHI,
469,2006,NBA,Cleveland Cavaliers,TRUE,CLE,
470,2006,NBA,Dallas Mavericks,TRUE,DAL,
471,2006,NBA,Denver Nuggets,TRUE,DEN,
472,2006,NBA,Detroit Pistons,TRUE,DET,
473,2006,NBA,Golden State Warriors,FALSE,GSW,
474,2006,NBA,Houston Rockets,FALSE,HOU,
475,2006,NBA,Indiana Pacers,TRUE,IND,
476,2006,NBA,League Average,FALSE,NA,
477,2006,NBA,Los Angeles Clippers,TRUE,LAC,
478,2006,NBA,Los Angeles Lakers,TRUE,LAL,
479,2006,NBA,Memphis Grizzlies,TRUE,MEM,
480,2006,NBA,Miami Heat,TRUE,MIA,
481,2006,NBA,Milwaukee Bucks,TRUE,MIL,
482,2006,NBA,Minnesota Timberwolves,FALSE,MIN,
483,2006,NBA,New Jersey Nets,TRUE,NJN,
484,2006,NBA,New Orleans/Oklahoma City Hornets,FALSE,NOK,
485,2006,NBA,New York Knicks,FALSE,NYK,
486,2006,NBA,Orlando Magic,FALSE,ORL,
487,2006,NBA,Philadelphia 76ers,FALSE,PHI,
488,2006,NBA,Phoenix Suns,TRUE,PHO,
489,2006,NBA,Portland Trail Blazers,FALSE,POR,
490,2006,NBA,Sacramento Kings,TRUE,SAC,
491,2006,NBA,San Antonio Spurs,TRUE,SAS,
492,2006,NBA,Seattle SuperSonics,FALSE,SEA,
